*,$revision,Number,Link,Text_area,Date,Time,Date_and_time,Multi_choice,Drop_down,Attachment,User_selection,Text,Calculated,Radio_button,Check_box,Group_selection,Rich_text,Department_selection,Table,Text_0,Number_0
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test916,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test917,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test918,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test919,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test920,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test921,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test922,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test923,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test924,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test925,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test926,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test927,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test928,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test929,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test930,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test931,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test932,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test933,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test934,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test935,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test936,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test937,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test938,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test939,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test940,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test941,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test942,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test943,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test944,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test945,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test946,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test947,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test948,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test949,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test950,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test951,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test952,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test953,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test954,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test955,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test956,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test957,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test958,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test959,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test960,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test961,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test962,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test963,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test964,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test965,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test966,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test967,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test968,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test969,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test970,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test971,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test972,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test973,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test974,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test975,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test976,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test977,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test978,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test979,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test980,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test981,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test982,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test983,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test984,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test985,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test986,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test987,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test988,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test989,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
